subject,strategy,nlogLik,mean_prob,n_selections,experiment_name,age_group,age,best_nlogLik,LR,p_value
Crossact1_p109,margin,7.3463134991948555,0.17666289488686363,4,Experiment 2,kids,5.797222222,5.9182058655613385,-2.856215267267034,1
Crossact1_p110,entropy,7.9112360327153795,0.14565802032954883,4,Experiment 2,kids,5.583333333,7.122232741373182,-1.5780065826843952,1
Crossact1_p110,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,5.583333333,7.122232741373182,-1.379908084875673,1
Crossact1_p110,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,5.583333333,7.122232741373182,-0.08961027107807595,1
Crossact1_p110,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,5.583333333,7.122232741373182,-0.22142344661668112,1
Crossact1_p110,margin,7.122232741373182,0.20044547585099906,4,Experiment 2,kids,5.583333333,7.122232741373182,-0,1
Crossact1_p111,entropy,7.983992106618745,0.14414979727770155,4,Experiment 2,kids,5.511111111,6.5829582521946,-2.8020677088482895,1
Crossact1_p111,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,5.511111111,6.5829582521946,-2.458457063232837,1
Crossact1_p111,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,5.511111111,6.5829582521946,-1.1681592494352397,1
Crossact1_p111,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,5.511111111,6.5829582521946,-1.299972424973845,1
Crossact1_p111,margin,6.5829582521946,0.21024522414550315,4,Experiment 2,kids,5.511111111,6.5829582521946,-0,1
Crossact1_p112,entropy,7.1492309674157575,0.17401039615883682,4,Experiment 2,kids,6.213888889,7.1492309674157575,-0,1
Crossact1_p112,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,6.213888889,7.1492309674157575,-1.3259116327905218,1
Crossact1_p112,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,6.213888889,7.1492309674157575,-0.035613818992924706,1
Crossact1_p112,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,6.213888889,7.1492309674157575,-0.16742699453152987,1
Crossact1_p112,margin,21.82172518207329,0.0048583093431433496,4,Experiment 2,kids,6.213888889,7.1492309674157575,-29.344988429315066,1
Crossact1_p113,entropy,7.983992106618745,0.14414979727770155,4,Experiment 2,kids,4.175,6.5829582521946,-2.8020677088482895,1
Crossact1_p113,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,4.175,6.5829582521946,-2.458457063232837,1
Crossact1_p113,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,4.175,6.5829582521946,-1.1681592494352397,1
Crossact1_p113,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,4.175,6.5829582521946,-1.299972424973845,1
Crossact1_p113,margin,6.5829582521946,0.21024522414550315,4,Experiment 2,kids,4.175,6.5829582521946,-0,1
Crossact1_p114,entropy,7.130402319170106,0.1744144467167003,4,Experiment 2,kids,8.897222222,7.130402319170106,-0,1
Crossact1_p114,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,8.897222222,7.130402319170106,-1.3635689292818256,1
Crossact1_p114,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,8.897222222,7.130402319170106,-0.07327111548422849,1
Crossact1_p114,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,8.897222222,7.130402319170106,-0.20508429102283365,1
Crossact1_p114,margin,21.825737745314765,0.004856346127266509,4,Experiment 2,kids,8.897222222,7.130402319170106,-29.39067085228932,1
Crossact1_p115,entropy,7.1676558784820905,0.1736235216381625,4,Experiment 2,kids,7.497222222,7.16703787691222,-0.0012360031397413707,1
Crossact1_p115,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,7.497222222,7.16703787691222,-1.2902978137975971,1
Crossact1_p115,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,7.497222222,7.16703787691222,-0,1
Crossact1_p115,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,7.497222222,7.16703787691222,-0.13181317553860517,1
Crossact1_p115,margin,21.817715871770382,0.00486026937211991,4,Experiment 2,kids,7.497222222,7.16703787691222,-29.301355989716324,1
Crossact1_p116,entropy,7.130402319170106,0.1744144467167003,4,Experiment 2,kids,5.466666667,7.130402319170106,-0,1
Crossact1_p116,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,5.466666667,7.130402319170106,-1.3635689292818256,1
Crossact1_p116,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,5.466666667,7.130402319170106,-0.07327111548422849,1
Crossact1_p116,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,5.466666667,7.130402319170106,-0.20508429102283365,1
Crossact1_p116,margin,21.825737745314765,0.004856346127266509,4,Experiment 2,kids,5.466666667,7.130402319170106,-29.39067085228932,1
Crossact1_p117,entropy,7.130402319170106,0.1744144467167003,4,Experiment 2,kids,4.786111111,7.130402319170106,-0,1
Crossact1_p117,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,4.786111111,7.130402319170106,-1.3635689292818256,1
Crossact1_p117,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,4.786111111,7.130402319170106,-0.07327111548422849,1
Crossact1_p117,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,4.786111111,7.130402319170106,-0.20508429102283365,1
Crossact1_p117,margin,21.825737745314765,0.004856346127266509,4,Experiment 2,kids,4.786111111,7.130402319170106,-29.39067085228932,1
Crossact1_p118,entropy,7.9659690621690125,0.14451994723328948,4,Experiment 2,kids,5.066666667,6.726500529236519,-2.4789370658649865,1
Crossact1_p118,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,5.066666667,6.726500529236519,-2.1713725091489984,1
Crossact1_p118,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,5.066666667,6.726500529236519,-0.8810746953514013,1
Crossact1_p118,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,5.066666667,6.726500529236519,-1.0128878708900064,1
Crossact1_p118,margin,6.726500529236519,0.2074743930291414,4,Experiment 2,kids,5.066666667,6.726500529236519,-0,1
Crossact1_p119,entropy,7.1492309674157575,0.17401039615883682,4,Experiment 2,kids,4.333,7.1492309674157575,-0,1
Crossact1_p119,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,4.333,7.1492309674157575,-1.3259116327905218,1
Crossact1_p119,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,4.333,7.1492309674157575,-0.035613818992924706,1
Crossact1_p119,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,4.333,7.1492309674157575,-0.16742699453152987,1
Crossact1_p119,margin,21.82172518207329,0.0048583093431433496,4,Experiment 2,kids,4.333,7.1492309674157575,-29.344988429315066,1
Crossact1_p120,entropy,7.9659690621690125,0.14451994723328948,4,Experiment 2,kids,5.081,6.726500529236519,-2.4789370658649865,1
Crossact1_p120,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,5.081,6.726500529236519,-2.1713725091489984,1
Crossact1_p120,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,5.081,6.726500529236519,-0.8810746953514013,1
Crossact1_p120,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,5.081,6.726500529236519,-1.0128878708900064,1
Crossact1_p120,margin,6.726500529236519,0.2074743930291414,4,Experiment 2,kids,5.081,6.726500529236519,-0,1
Crossact1_p121,entropy,7.111151842943195,0.17483684308523847,4,Experiment 2,kids,7.367,7.111151842943195,-0,1
Crossact1_p121,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,7.367,7.111151842943195,-1.4020698817356472,1
Crossact1_p121,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,7.367,7.111151842943195,-0.11177206793805006,1
Crossact1_p121,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,7.367,7.111151842943195,-0.24358524347665522,1
Crossact1_p121,margin,21.82975356677761,0.004854379716710508,4,Experiment 2,kids,7.367,7.111151842943195,-29.437203447668836,1
Crossact1_p122,entropy,7.1676558784820905,0.1736235216381625,4,Experiment 2,kids,6.714,7.16703787691222,-0.0012360031397413707,1
Crossact1_p122,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,6.714,7.16703787691222,-1.2902978137975971,1
Crossact1_p122,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,6.714,7.16703787691222,-0,1
Crossact1_p122,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,6.714,7.16703787691222,-0.13181317553860517,1
Crossact1_p122,margin,21.817715871770382,0.00486026937211991,4,Experiment 2,kids,6.714,7.16703787691222,-29.301355989716324,1
Crossact1_p123,entropy,7.130402319170106,0.1744144467167003,4,Experiment 2,kids,5.583,7.130402319170106,-0,1
Crossact1_p123,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,5.583,7.130402319170106,-1.3635689292818256,1
Crossact1_p123,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,5.583,7.130402319170106,-0.07327111548422849,1
Crossact1_p123,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,5.583,7.130402319170106,-0.20508429102283365,1
Crossact1_p123,margin,21.825737745314765,0.004856346127266509,4,Experiment 2,kids,5.583,7.130402319170106,-29.39067085228932,1
Crossact1_p124,entropy,7.130402319170106,0.1744144467167003,4,Experiment 2,kids,6.181,7.130402319170106,-0,1
Crossact1_p124,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,6.181,7.130402319170106,-1.3635689292818256,1
Crossact1_p124,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,6.181,7.130402319170106,-0.07327111548422849,1
Crossact1_p124,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,6.181,7.130402319170106,-0.20508429102283365,1
Crossact1_p124,margin,21.825737745314765,0.004856346127266509,4,Experiment 2,kids,6.181,7.130402319170106,-29.39067085228932,1
Crossact1_p125,entropy,7.111151842943195,0.17483684308523847,4,Experiment 2,kids,6.267,7.111151842943195,-0,1
Crossact1_p125,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,6.267,7.111151842943195,-1.4020698817356472,1
Crossact1_p125,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,6.267,7.111151842943195,-0.11177206793805006,1
Crossact1_p125,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,6.267,7.111151842943195,-0.24358524347665522,1
Crossact1_p125,margin,21.82975356677761,0.004854379716710508,4,Experiment 2,kids,6.267,7.111151842943195,-29.437203447668836,1
Crossact1_p126,entropy,7.983992106618745,0.14414979727770155,4,Experiment 2,kids,7.747,6.5829582521946,-2.8020677088482895,1
Crossact1_p126,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,7.747,6.5829582521946,-2.458457063232837,1
Crossact1_p126,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,7.747,6.5829582521946,-1.1681592494352397,1
Crossact1_p126,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,7.747,6.5829582521946,-1.299972424973845,1
Crossact1_p126,margin,6.5829582521946,0.21024522414550315,4,Experiment 2,kids,7.747,6.5829582521946,-0,1
Crossact1_p127,entropy,7.9112360327153795,0.14565802032954883,4,Experiment 2,kids,5.514,7.122232741373182,-1.5780065826843952,1
Crossact1_p127,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,5.514,7.122232741373182,-1.379908084875673,1
Crossact1_p127,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,5.514,7.122232741373182,-0.08961027107807595,1
Crossact1_p127,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,5.514,7.122232741373182,-0.22142344661668112,1
Crossact1_p127,margin,7.122232741373182,0.20044547585099906,4,Experiment 2,kids,5.514,7.122232741373182,-0,1
Crossact1_p128,entropy,7.130402319170106,0.1744144467167003,4,Experiment 2,kids,8.044,7.130402319170106,-0,1
Crossact1_p128,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,8.044,7.130402319170106,-1.3635689292818256,1
Crossact1_p128,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,8.044,7.130402319170106,-0.07327111548422849,1
Crossact1_p128,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,8.044,7.130402319170106,-0.20508429102283365,1
Crossact1_p128,margin,21.825737745314765,0.004856346127266509,4,Experiment 2,kids,8.044,7.130402319170106,-29.39067085228932,1
Crossact1_p129,entropy,7.130402319170106,0.1744144467167003,4,Experiment 2,kids,4.353,7.130402319170106,-0,1
Crossact1_p129,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,4.353,7.130402319170106,-1.3635689292818256,1
Crossact1_p129,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,4.353,7.130402319170106,-0.07327111548422849,1
Crossact1_p129,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,4.353,7.130402319170106,-0.20508429102283365,1
Crossact1_p129,margin,21.825737745314765,0.004856346127266509,4,Experiment 2,kids,4.353,7.130402319170106,-29.39067085228932,1
Crossact1_p130,entropy,6.327148048488886,0.2056722273340898,4,Experiment 2,kids,8.092,6.327148048488886,-0,1
Crossact1_p130,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,8.092,6.327148048488886,-2.9700774706442647,1
Crossact1_p130,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,8.092,6.327148048488886,-1.6797796568466676,1
Crossact1_p130,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,8.092,6.327148048488886,-1.8115928323852728,1
Crossact1_p130,margin,25.62504968320505,0.0016511845908186483,4,Experiment 2,kids,8.092,6.327148048488886,-38.595803269432324,1
Crossact1_p131,entropy,7.517939842963317,0.15740250840536746,4,Experiment 2,kids,5.167,6.248636141757243,-2.5386074024121488,1
Crossact1_p131,confirmatory,6.248636141757243,0.29364320355230467,4,Experiment 2,kids,5.167,6.248636141757243,-0,1
Crossact1_p131,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,5.167,6.248636141757243,-1.8368034703099543,1
Crossact1_p131,novelty,7.398998363066324,0.15736147886157145,4,Experiment 2,kids,5.167,6.248636141757243,-2.3007244426181632,1
Crossact1_p131,margin,22.622270209259565,0.004325899219485764,4,Experiment 2,kids,5.167,6.248636141757243,-32.747268135004646,1
Crossact1_p132,entropy,7.1492309674157575,0.17401039615883682,4,Experiment 2,kids,8.117,7.1492309674157575,-0,1
Crossact1_p132,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,8.117,7.1492309674157575,-1.3259116327905218,1
Crossact1_p132,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,8.117,7.1492309674157575,-0.035613818992924706,1
Crossact1_p132,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,8.117,7.1492309674157575,-0.16742699453152987,1
Crossact1_p132,margin,21.82172518207329,0.0048583093431433496,4,Experiment 2,kids,8.117,7.1492309674157575,-29.344988429315066,1
Crossact1_p133,entropy,7.111151842943195,0.17483684308523847,4,Experiment 2,kids,6.086,7.111151842943195,-0,1
Crossact1_p133,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,6.086,7.111151842943195,-1.4020698817356472,1
Crossact1_p133,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,6.086,7.111151842943195,-0.11177206793805006,1
Crossact1_p133,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,6.086,7.111151842943195,-0.24358524347665522,1
Crossact1_p133,margin,21.82975356677761,0.004854379716710508,4,Experiment 2,kids,6.086,7.111151842943195,-29.437203447668836,1
Crossact1_p134,entropy,6.687905178400194,0.18832368318890474,4,Experiment 2,kids,4.2,5.641410925317047,-2.0929885061662947,1
Crossact1_p134,confirmatory,5.641410925317047,0.28211407223420726,4,Experiment 2,kids,4.2,5.641410925317047,-0,1
Crossact1_p134,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,4.2,5.641410925317047,-3.0512539031903465,1
Crossact1_p134,novelty,7.39331130266757,0.1575617502953836,4,Experiment 2,kids,4.2,5.641410925317047,-3.5038007547010466,1
Crossact1_p134,margin,26.42319961758711,0.001382723769832601,4,Experiment 2,kids,4.2,5.641410925317047,-41.563577384540125,1
Crossact1_p135,entropy,7.947999055251302,0.14488791762520878,4,Experiment 2,kids,6.625,6.84889129691675,-2.1982155166691033,1
Crossact1_p135,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,6.625,6.84889129691675,-1.926590973788537,1
Crossact1_p135,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,6.625,6.84889129691675,-0.6362931599909398,1
Crossact1_p135,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,6.625,6.84889129691675,-0.768106335529545,1
Crossact1_p135,margin,6.84889129691675,0.20548671405714752,4,Experiment 2,kids,6.625,6.84889129691675,-0,1
Crossact1_p137,entropy,7.111151842943195,0.17483684308523847,4,Experiment 2,kids,5.761,7.111151842943195,-0,1
Crossact1_p137,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,5.761,7.111151842943195,-1.4020698817356472,1
Crossact1_p137,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,5.761,7.111151842943195,-0.11177206793805006,1
Crossact1_p137,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,5.761,7.111151842943195,-0.24358524347665522,1
Crossact1_p137,margin,21.82975356677761,0.004854379716710508,4,Experiment 2,kids,5.761,7.111151842943195,-29.437203447668836,1
Crossact1_p138,entropy,6.705598511464571,0.18788520284949395,4,Experiment 2,kids,4.097,6.705598511464571,-0,1
Crossact1_p138,confirmatory,6.829811855583669,0.30186840808845705,4,Experiment 2,kids,4.097,6.705598511464571,-0.24842668823819558,1
Crossact1_p138,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,4.097,6.705598511464571,-0.922878730895297,1
Crossact1_p138,novelty,7.403422472708991,0.1572059637663213,4,Experiment 2,kids,4.097,6.705598511464571,-1.3956479224888394,1
Crossact1_p138,margin,26.42377489568981,0.0013826388762485462,4,Experiment 2,kids,4.097,6.705598511464571,-39.436352768450476,1
Crossact1_p139,entropy,7.111151842943195,0.17483684308523847,4,Experiment 2,kids,5.858,7.111151842943195,-0,1
Crossact1_p139,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,5.858,7.111151842943195,-1.4020698817356472,1
Crossact1_p139,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,5.858,7.111151842943195,-0.11177206793805006,1
Crossact1_p139,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,5.858,7.111151842943195,-0.24358524347665522,1
Crossact1_p139,margin,21.82975356677761,0.004854379716710508,4,Experiment 2,kids,5.858,7.111151842943195,-29.437203447668836,1
Crossact1_p140,entropy,7.1492309674157575,0.17401039615883682,4,Experiment 2,kids,6.469,7.1492309674157575,-0,1
Crossact1_p140,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,6.469,7.1492309674157575,-1.3259116327905218,1
Crossact1_p140,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,6.469,7.1492309674157575,-0.035613818992924706,1
Crossact1_p140,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,6.469,7.1492309674157575,-0.16742699453152987,1
Crossact1_p140,margin,21.82172518207329,0.0048583093431433496,4,Experiment 2,kids,6.469,7.1492309674157575,-29.344988429315066,1
Crossact1_p141,entropy,7.947559885379252,0.14490615995890796,4,Experiment 2,kids,7.044,6.874341395453685,-2.146436979851133,1
Crossact1_p141,confirmatory,7.812186783811018,0.14739284615267514,4,Experiment 2,kids,7.044,6.874341395453685,-1.8756907767146664,1
Crossact1_p141,random,7.16703787691222,0.16666666666666666,4,Experiment 2,kids,7.044,6.874341395453685,-0.5853929629170693,1
Crossact1_p141,novelty,7.232944464681522,0.16394955211724557,4,Experiment 2,kids,7.044,6.874341395453685,-0.7172061384556745,1
Crossact1_p141,margin,6.874341395453685,0.20452729586037524,4,Experiment 2,kids,7.044,6.874341395453685,-0,1
Crossact2_p101,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,7.063888889,2.8912869768866445,-1.4139182777736705,1
Crossact2_p101,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,7.063888889,2.8912869768866445,-0,1
Crossact2_p101,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,7.063888889,2.8912869768866445,-1.3844639231389309,1
Crossact2_p101,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,7.063888889,2.8912869768866445,-1.5930542679553827,1
Crossact2_p101,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,7.063888889,2.8912869768866445,-18.24038638161415,1
Crossact2_p102,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,4.961111111,2.8912869768866445,-1.4139182777736705,1
Crossact2_p102,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,4.961111111,2.8912869768866445,-0,1
Crossact2_p102,random,3.58351893845611,0.16666666666666666,2,Experiment 3,kids,4.961111111,2.8912869768866445,-1.3844639231389309,1
Crossact2_p102,novelty,3.687814110864336,0.15819929508777975,2,Experiment 3,kids,4.961111111,2.8912869768866445,-1.5930542679553827,1
Crossact2_p102,margin,12.01148016769372,0.002464565152143896,2,Experiment 3,kids,4.961111111,2.8912869768866445,-18.24038638161415,1
Crossact2_p103,entropy,3.5982461157734797,0.1654444299011763,2,Experiment 3,kids,5.972222222,2.8912869768866445,-1.4139182777736705,1
Crossact2_p103,confirmatory,2.8912869768866445,0.2403720550574216,2,Experiment 3,kids,5.972222222,2.8912869768866445,-0,1
